,ID_CLIENTE,SAFRA_REF,INADIMPLENTE
170,2407532237672094312,2021-07,0
171,2407532237672094312,2021-07,0
172,2407532237672094312,2021-07,0
173,5635781225931111684,2021-07,0
174,5635781225931111684,2021-07,0
175,1235244772550233980,2021-07,0
176,1235244772550233980,2021-07,0
177,1235244772550233980,2021-07,0
178,4365965554261111250,2021-07,0
179,5162636608292907782,2021-07,0
180,8248484932270772248,2021-07,0
181,924957821424248698,2021-07,0
182,924957821424248698,2021-07,0
183,924957821424248698,2021-07,0
184,6828316696355015040,2021-07,0
185,8409181491723988567,2021-07,0
186,8409181491723988567,2021-07,0
187,8409181491723988567,2021-07,0
188,8409181491723988567,2021-07,0
189,4532469127306079736,2021-07,0
190,7664272163315705419,2021-07,0
191,7664272163315705419,2021-07,0
192,9206030810342980458,2021-07,0
193,9206030810342980458,2021-07,0
194,9206030810342980458,2021-07,0
195,5810778736737569699,2021-07,0
196,5810778736737569699,2021-07,0
197,1366416810235233769,2021-07,0
198,1366416810235233769,2021-07,0
199,1366416810235233769,2021-07,0
200,1366416810235233769,2021-07,0
201,1366416810235233769,2021-07,0
202,1366416810235233769,2021-07,0
203,8067924767167570288,2021-07,0
204,7908414709866823255,2021-07,0
205,7908414709866823255,2021-07,0
206,7908414709866823255,2021-07,0
207,7908414709866823255,2021-07,0
208,8994944800097997361,2021-07,0
209,8994944800097997361,2021-07,0
210,6950439982480713649,2021-07,1
211,6950439982480713649,2021-07,1
212,8901696535927078963,2021-07,0
213,8901696535927078963,2021-07,0
214,8901696535927078963,2021-07,0
215,8901696535927078963,2021-07,0
216,8901696535927078963,2021-07,0
217,8901696535927078963,2021-07,0
218,8901696535927078963,2021-07,0
219,6204723742351094322,2021-07,0
220,3095408468798675621,2021-07,0
221,3095408468798675621,2021-07,0
222,7722287846688771887,2021-07,0
223,312543480920432545,2021-07,1
224,312543480920432545,2021-07,0
225,312543480920432545,2021-07,0
226,6394935036014530592,2021-07,0
227,6394935036014530592,2021-07,0
228,3281617395243454427,2021-07,0
229,1115703227712697214,2021-07,0
230,1115703227712697214,2021-07,0
231,8185063234515056194,2021-07,0
232,8185063234515056194,2021-07,0
233,8185063234515056194,2021-07,0
234,8185063234515056194,2021-07,0
235,8185063234515056194,2021-07,0
236,7492389223353246125,2021-07,0
237,7492389223353246125,2021-07,0
238,7492389223353246125,2021-07,0
239,6217788509719675691,2021-07,1
240,6217788509719675691,2021-07,0
241,8716163053080758848,2021-07,0
242,8716163053080758848,2021-07,0
243,8716163053080758848,2021-07,0
244,8716163053080758848,2021-07,0
245,8716163053080758848,2021-07,0
246,8716163053080758848,2021-07,0
247,324916756972236008,2021-07,0
248,324916756972236008,2021-07,0
249,324916756972236008,2021-07,0
250,324916756972236008,2021-07,0
251,324916756972236008,2021-07,0
252,324916756972236008,2021-07,0
253,7269781193318890653,2021-07,0
254,7269781193318890653,2021-07,0
255,6784879562354696650,2021-07,0
256,8229446069655666941,2021-07,1
257,8229446069655666941,2021-07,0
258,4972567100282306577,2021-07,0
259,5864443060004179363,2021-07,0
260,5864443060004179363,2021-07,0
261,5864443060004179363,2021-07,0
262,5864443060004179363,2021-07,0
263,5864443060004179363,2021-07,0
264,2439954154030259398,2021-07,0
265,8623308321032624474,2021-07,0
266,8623308321032624474,2021-07,1
267,8623308321032624474,2021-07,0
268,4524147234488547993,2021-07,0
269,4524147234488547993,2021-07,0
270,4524147234488547993,2021-07,0
271,6987942592445950913,2021-07,0
272,6987942592445950913,2021-07,0
273,6987942592445950913,2021-07,0
274,6987942592445950913,2021-07,0
275,8684964138237894839,2021-07,0
276,6582676833651678345,2021-07,0
277,6582676833651678345,2021-07,0
278,6582676833651678345,2021-07,0
279,6582676833651678345,2021-07,0
280,6582676833651678345,2021-07,0
281,6582676833651678345,2021-07,0
282,6582676833651678345,2021-07,0
283,6582676833651678345,2021-07,0
284,1036256411320325774,2021-07,0
285,1036256411320325774,2021-07,0
286,968199235777440720,2021-07,0
287,968199235777440720,2021-07,0
288,968199235777440720,2021-07,0
289,968199235777440720,2021-07,0
290,968199235777440720,2021-07,0
291,968199235777440720,2021-07,0
292,968199235777440720,2021-07,0
293,968199235777440720,2021-07,0
294,6916556752218696485,2021-07,0
295,6916556752218696485,2021-07,0
296,6916556752218696485,2021-07,0
297,6916556752218696485,2021-07,0
298,6916556752218696485,2021-07,0
299,6916556752218696485,2021-07,0
300,6916556752218696485,2021-07,0
301,6916556752218696485,2021-07,0
302,6916556752218696485,2021-07,0
303,6916556752218696485,2021-07,0
304,6916556752218696485,2021-07,0
305,6916556752218696485,2021-07,0
306,6030285068945261052,2021-07,0
307,6030285068945261052,2021-07,0
308,6030285068945261052,2021-07,0
309,6030285068945261052,2021-07,0
310,6030285068945261052,2021-07,0
311,8463871205935856285,2021-07,0
312,4071158585850879204,2021-07,0
313,4071158585850879204,2021-07,0
314,4071158585850879204,2021-07,0
315,3218226066162129945,2021-07,0
316,4679462479444735708,2021-07,0
317,4679462479444735708,2021-07,0
318,4679462479444735708,2021-07,0
319,4679462479444735708,2021-07,0
320,4679462479444735708,2021-07,0
321,4679462479444735708,2021-07,0
322,4724876423989598202,2021-07,1
323,4724876423989598202,2021-07,0
324,4724876423989598202,2021-07,0
325,2128970218770090704,2021-07,0
326,2128970218770090704,2021-07,0
327,2128970218770090704,2021-07,0
328,1003144834589372198,2021-07,0
329,1003144834589372198,2021-07,0
330,9127318190908282126,2021-07,0
331,9127318190908282126,2021-07,0
332,8163895533020293251,2021-07,1
333,8163895533020293251,2021-07,1
334,8163895533020293251,2021-07,1
335,5794903898038236832,2021-07,0
336,5794903898038236832,2021-07,0
337,3960251564708868781,2021-07,0
338,3960251564708868781,2021-07,0
339,3960251564708868781,2021-07,0
340,3960251564708868781,2021-07,0
341,3960251564708868781,2021-07,0
342,5888474320320735000,2021-07,1
343,5888474320320735000,2021-07,1
344,5888474320320735000,2021-07,1
345,761746217261797478,2021-07,0
346,761746217261797478,2021-07,0
347,1507697130807703164,2021-07,0
348,9184785003280841216,2021-07,0
349,9184785003280841216,2021-07,0
350,9184785003280841216,2021-07,0
351,1182975716201409626,2021-07,0
352,1182975716201409626,2021-07,1
353,1182975716201409626,2021-07,0
354,1182975716201409626,2021-07,0
355,1182975716201409626,2021-07,0
356,5369576709077493659,2021-07,0
357,3472934456083131714,2021-07,1
358,717981637594591016,2021-07,1
359,717981637594591016,2021-07,1
360,717981637594591016,2021-07,1
361,717981637594591016,2021-07,1
362,8255085612985072878,2021-07,0
363,8255085612985072878,2021-07,0
364,7751080728852739823,2021-07,0
365,7751080728852739823,2021-07,0
366,4347826483121154490,2021-07,0
367,4347826483121154490,2021-07,0
368,4347826483121154490,2021-07,0
369,4347826483121154490,2021-07,0
370,4347826483121154490,2021-07,0
371,4347826483121154490,2021-07,0
372,4347826483121154490,2021-07,0
373,4347826483121154490,2021-07,0
374,4347826483121154490,2021-07,0
375,2214132103234633622,2021-07,0
376,2214132103234633622,2021-07,0
377,2214132103234633622,2021-07,0
378,2214132103234633622,2021-07,0
379,2214132103234633622,2021-07,0
380,410843023337872279,2021-07,0
381,2022367282554149730,2021-07,0
382,2022367282554149730,2021-07,0
383,7637066986811047950,2021-07,0
384,7637066986811047950,2021-07,0
385,7637066986811047950,2021-07,0
386,86110062990790869,2021-07,0
387,5304536516981778801,2021-07,0
388,5304536516981778801,2021-07,0
389,5304536516981778801,2021-07,0
390,3829967475074118757,2021-07,0
391,3829967475074118757,2021-07,1
392,7444686668183702737,2021-07,0
393,7444686668183702737,2021-07,0
394,682352428813668634,2021-07,0
395,682352428813668634,2021-07,0
396,682352428813668634,2021-07,0
397,682352428813668634,2021-07,0
398,682352428813668634,2021-07,0
399,682352428813668634,2021-07,0
400,7613717984547031729,2021-07,0
401,7910340581026492945,2021-07,0
402,7910340581026492945,2021-07,0
403,7910340581026492945,2021-07,0
404,6352592240901579272,2021-07,0
405,5574997762710520717,2021-07,1
406,5574997762710520717,2021-07,1
407,8939476669690489534,2021-07,0
408,107343823625119033,2021-07,0
409,6349142675790687765,2021-07,1
410,6349142675790687765,2021-07,1
411,6349142675790687765,2021-07,1
412,5067621068959932809,2021-07,0
413,5067621068959932809,2021-07,1
414,5067621068959932809,2021-07,0
415,5067621068959932809,2021-07,0
416,5067621068959932809,2021-07,0
417,2397171153213063761,2021-07,0
418,2397171153213063761,2021-07,0
419,2397171153213063761,2021-07,0
420,2397171153213063761,2021-07,0
421,2397171153213063761,2021-07,0
422,8195468623809753777,2021-07,0
423,8195468623809753777,2021-07,0
424,8195468623809753777,2021-07,0
425,8195468623809753777,2021-07,0
426,6271697692808086495,2021-07,0
427,5176940320835464459,2021-07,0
428,5176940320835464459,2021-07,0
429,5176940320835464459,2021-07,0
430,5176940320835464459,2021-07,0
431,5176940320835464459,2021-07,0
432,5176940320835464459,2021-07,0
433,5176940320835464459,2021-07,0
434,4342146186255136598,2021-07,0
435,4342146186255136598,2021-07,0
436,4342146186255136598,2021-07,0
437,4795152981525833467,2021-07,0
438,4795152981525833467,2021-07,1
439,4795152981525833467,2021-07,1
440,4795152981525833467,2021-07,1
441,4795152981525833467,2021-07,1
442,5714540197488862003,2021-07,0
443,5714540197488862003,2021-07,1
444,5714540197488862003,2021-07,0
445,6012031176108922616,2021-07,0
446,1998941557906036376,2021-07,0
447,5558533999208199371,2021-07,1
448,8464809590757561185,2021-07,0
449,8464809590757561185,2021-07,0
450,8464809590757561185,2021-07,0
451,8464809590757561185,2021-07,0
452,6721448955097663572,2021-07,0
453,6721448955097663572,2021-07,0
454,6721448955097663572,2021-07,0
455,5225029212547588718,2021-07,0
456,5225029212547588718,2021-07,0
457,5225029212547588718,2021-07,0
458,8926565682509268383,2021-07,0
459,8926565682509268383,2021-07,0
460,8926565682509268383,2021-07,0
461,8926565682509268383,2021-07,0
462,8926565682509268383,2021-07,0
463,8926565682509268383,2021-07,0
464,8926565682509268383,2021-07,0
465,2983174282784691273,2021-07,0
466,2983174282784691273,2021-07,1
467,8536031856585966123,2021-07,0
468,8536031856585966123,2021-07,0
469,8536031856585966123,2021-07,1
470,8536031856585966123,2021-07,1
471,8536031856585966123,2021-07,1
472,7696655736121386405,2021-07,0
473,7696655736121386405,2021-07,0
474,7750874287225529604,2021-07,0
475,7750874287225529604,2021-07,1
476,7750874287225529604,2021-07,1
477,8013668117699219722,2021-07,1
478,7289435138601868544,2021-07,0
479,7289435138601868544,2021-07,0
480,7289435138601868544,2021-07,0
481,5042877476420217533,2021-07,0
482,5042877476420217533,2021-07,0
483,1299146298565441811,2021-07,0
484,8376902089871279815,2021-07,0
485,8376902089871279815,2021-07,0
486,8376902089871279815,2021-07,0
487,3997247264680905799,2021-07,0
488,3997247264680905799,2021-07,0
489,5029701292539093910,2021-07,0
490,8733525963966339207,2021-07,0
491,8733525963966339207,2021-07,0
492,8733525963966339207,2021-07,0
493,1454789421854453615,2021-07,0
494,1454789421854453615,2021-07,0
495,1454789421854453615,2021-07,0
496,1454789421854453615,2021-07,0
497,209477776078372134,2021-07,0
498,209477776078372134,2021-07,0
499,209477776078372134,2021-07,0
500,209477776078372134,2021-07,0
501,3156852928909455203,2021-07,0
502,3156852928909455203,2021-07,0
503,7590999900861381526,2021-07,0
504,4556737702757145073,2021-07,0
505,6545052034269841737,2021-07,0
506,6545052034269841737,2021-07,0
507,6545052034269841737,2021-07,1
508,6545052034269841737,2021-07,1
509,6545052034269841737,2021-07,0
510,6545052034269841737,2021-07,0
511,3571198145319411787,2021-07,0
512,3571198145319411787,2021-07,0
513,3571198145319411787,2021-07,0
514,3571198145319411787,2021-07,0
515,8874257794774679816,2021-07,0
516,2634859679238614382,2021-07,0
517,2634859679238614382,2021-07,0
518,2634859679238614382,2021-07,0
519,2634859679238614382,2021-07,0
520,2634859679238614382,2021-07,0
521,2634859679238614382,2021-07,0
522,2678966409665050034,2021-07,1
523,2678966409665050034,2021-07,1
524,2678966409665050034,2021-07,1
525,2678966409665050034,2021-07,1
526,2250817603281429928,2021-07,0
527,2106875407768047316,2021-07,0
528,7458891296671174680,2021-07,0
529,8213533889694327948,2021-07,0
530,8213533889694327948,2021-07,0
531,8213533889694327948,2021-07,0
532,6471448246085839373,2021-07,0
533,2532435113844289043,2021-07,0
534,2532435113844289043,2021-07,0
535,2532435113844289043,2021-07,0
536,2532435113844289043,2021-07,0
537,2532435113844289043,2021-07,0
538,2532435113844289043,2021-07,0
539,2532435113844289043,2021-07,0
540,2532435113844289043,2021-07,0
541,2532435113844289043,2021-07,0
542,2532435113844289043,2021-07,0
543,2532435113844289043,2021-07,0
544,3137879241768961145,2021-07,0
545,3137879241768961145,2021-07,0
546,3118152790263512426,2021-07,0
547,3118152790263512426,2021-07,0
548,903093877129717133,2021-07,0
549,903093877129717133,2021-07,0
550,2645324649046215594,2021-07,1
551,2645324649046215594,2021-07,1
552,2645324649046215594,2021-07,1
553,621182491555347581,2021-07,0
554,621182491555347581,2021-07,0
555,8706851346184249504,2021-07,0
556,1343530446996409207,2021-07,0
557,1343530446996409207,2021-07,0
558,3977861004707764824,2021-07,0
559,3977861004707764824,2021-07,0
560,3977861004707764824,2021-07,1
561,3977861004707764824,2021-07,0
562,3977861004707764824,2021-07,0
563,1156053485989336481,2021-07,1
564,1156053485989336481,2021-07,1
565,1156053485989336481,2021-07,1
566,1156053485989336481,2021-07,1
567,1156053485989336481,2021-07,1
568,1156053485989336481,2021-07,1
569,1156053485989336481,2021-07,1
570,1118514612547157551,2021-07,0
571,1118514612547157551,2021-07,0
572,6817075905797098547,2021-07,0
573,7930925883736021864,2021-07,0
574,7930925883736021864,2021-07,0
575,7930925883736021864,2021-07,0
576,7930925883736021864,2021-07,0
577,7930925883736021864,2021-07,0
578,7930925883736021864,2021-07,0
579,7930925883736021864,2021-07,0
580,2451708306555441014,2021-07,0
581,7442192566700924647,2021-07,0
582,7442192566700924647,2021-07,0
583,7442192566700924647,2021-07,0
584,7442192566700924647,2021-07,0
585,2988042199057874759,2021-07,0
586,3634047863995720708,2021-07,0
587,7085295800541340563,2021-07,0
588,7085295800541340563,2021-07,0
589,7085295800541340563,2021-07,0
590,4335865859049992260,2021-07,0
591,4335865859049992260,2021-07,0
592,2290083177086946553,2021-07,0
593,2290083177086946553,2021-07,0
594,2290083177086946553,2021-07,0
595,7177785309735471560,2021-07,0
596,7177785309735471560,2021-07,0
597,5477523784812182605,2021-07,1
598,5477523784812182605,2021-07,1
599,8961924617442201922,2021-07,0
600,7595945751692012281,2021-07,0
601,2333404192508932057,2021-07,0
602,2333404192508932057,2021-07,0
603,2333404192508932057,2021-07,0
604,4593070249039532001,2021-07,0
605,6053752047545474051,2021-07,0
606,6053752047545474051,2021-07,0
607,6053752047545474051,2021-07,0
608,6053752047545474051,2021-07,0
609,6053752047545474051,2021-07,0
610,6053752047545474051,2021-07,0
611,6053752047545474051,2021-07,0
612,6091519986999196884,2021-07,0
613,6091519986999196884,2021-07,0
614,7535160686416710323,2021-07,0
615,3036967290595689189,2021-07,0
616,5999145415800242177,2021-07,0
617,5999145415800242177,2021-07,0
618,7930644815080409701,2021-07,0
619,510795635145114083,2021-07,0
620,510795635145114083,2021-07,0
621,510795635145114083,2021-07,0
622,510795635145114083,2021-07,0
623,510795635145114083,2021-07,0
624,187117706370645370,2021-07,0
625,187117706370645370,2021-07,0
626,187117706370645370,2021-07,0
627,5462970244186515758,2021-07,0
628,5462970244186515758,2021-07,0
629,4769364850030443969,2021-07,0
630,4769364850030443969,2021-07,0
631,4769364850030443969,2021-07,0
632,5726178124659661019,2021-07,0
633,5726178124659661019,2021-07,0
634,5726178124659661019,2021-07,0
635,5726178124659661019,2021-07,0
636,5726178124659661019,2021-07,0
637,5726178124659661019,2021-07,0
638,5726178124659661019,2021-07,0
639,5726178124659661019,2021-07,0
640,5726178124659661019,2021-07,0
641,5726178124659661019,2021-07,0
642,5726178124659661019,2021-07,0
643,5726178124659661019,2021-07,0
644,5726178124659661019,2021-07,0
645,5726178124659661019,2021-07,0
646,5726178124659661019,2021-07,0
647,5726178124659661019,2021-07,0
648,5726178124659661019,2021-07,0
649,5726178124659661019,2021-07,0
650,1141681690629134039,2021-07,0
651,4095739077267179172,2021-07,0
652,4095739077267179172,2021-07,0
653,4095739077267179172,2021-07,0
654,1551531256789550891,2021-07,0
655,1551531256789550891,2021-07,0
656,1551531256789550891,2021-07,0
657,9108733472015251498,2021-07,0
658,851897122328714307,2021-07,0
659,6795467882769787169,2021-07,0
660,5856610998569876318,2021-07,1
661,3093415403379897112,2021-07,1
662,6061850657256270336,2021-07,0
663,6061850657256270336,2021-07,0
664,165658847908185334,2021-07,0
665,4850722092974676955,2021-07,0
666,4850722092974676955,2021-07,0
667,3140918607946425426,2021-07,0
668,7398738404146260251,2021-07,0
669,4863405965754103821,2021-07,0
670,4863405965754103821,2021-07,0
671,4863405965754103821,2021-07,0
672,4863405965754103821,2021-07,0
673,4863405965754103821,2021-07,0
674,4863405965754103821,2021-07,0
675,4863405965754103821,2021-07,0
676,4863405965754103821,2021-07,0
677,4863405965754103821,2021-07,0
678,968400235888951633,2021-07,0
679,798425422240919854,2021-07,0
680,1308019675417057675,2021-07,0
681,1308019675417057675,2021-07,0
682,6238903426443761049,2021-07,0
683,6238903426443761049,2021-07,0
684,6238903426443761049,2021-07,0
685,4465150716052427320,2021-07,1
686,4465150716052427320,2021-07,0
687,1033361676287635885,2021-07,0
688,1033361676287635885,2021-07,0
689,1033361676287635885,2021-07,0
690,652740132671309295,2021-07,0
691,652740132671309295,2021-07,0
692,652740132671309295,2021-07,0
693,8004521604421988528,2021-07,1
694,8004521604421988528,2021-07,1
695,4717717003637613480,2021-07,0
696,8348574220426911086,2021-07,0
697,5301988619224057921,2021-07,0
698,5301988619224057921,2021-07,0
699,5301988619224057921,2021-07,0
700,5301988619224057921,2021-07,0
701,5301988619224057921,2021-07,0
702,5301988619224057921,2021-07,0
703,8350724667410677464,2021-07,0
704,8350724667410677464,2021-07,0
705,7457803471605010846,2021-07,0
706,7457803471605010846,2021-07,0
707,1430896989654626045,2021-07,0
708,1430896989654626045,2021-07,0
709,1430896989654626045,2021-07,0
710,2554972344348383830,2021-07,0
711,2554972344348383830,2021-07,0
712,2819054834565698513,2021-07,0
713,2819054834565698513,2021-07,0
714,8843432852270832388,2021-07,0
715,2943087245123311166,2021-07,0
716,2943087245123311166,2021-07,0
717,2943087245123311166,2021-07,0
718,2943087245123311166,2021-07,0
719,8826489829259520138,2021-07,0
720,8826489829259520138,2021-07,0
721,8826489829259520138,2021-07,0
722,8826489829259520138,2021-07,0
723,8535586342375301953,2021-07,0
724,1661240395903230676,2021-07,0
725,1661240395903230676,2021-07,0
726,1661240395903230676,2021-07,0
727,1661240395903230676,2021-07,0
728,8049805689946244047,2021-07,0
729,1276604410881911401,2021-07,0
730,1276604410881911401,2021-07,0
731,1276604410881911401,2021-07,0
732,1276604410881911401,2021-07,0
733,1276604410881911401,2021-07,0
734,1276604410881911401,2021-07,0
735,1276604410881911401,2021-07,0
736,1276604410881911401,2021-07,0
737,1276604410881911401,2021-07,0
738,1276604410881911401,2021-07,0
739,5432443358006556295,2021-07,0
740,5432443358006556295,2021-07,0
741,8603678028264007695,2021-07,0
742,8603678028264007695,2021-07,0
743,5511113649464808344,2021-07,0
744,5511113649464808344,2021-07,0
745,5511113649464808344,2021-07,1
746,3263212305228307743,2021-07,0
747,3263212305228307743,2021-07,0
748,3263212305228307743,2021-07,0
749,3263212305228307743,2021-07,0
750,170089315547146305,2021-07,0
751,170089315547146305,2021-07,0
752,170089315547146305,2021-07,0
753,170089315547146305,2021-07,0
754,4740535838297269949,2021-07,0
755,4740535838297269949,2021-07,0
756,4740535838297269949,2021-07,0
757,4740535838297269949,2021-07,0
758,4740535838297269949,2021-07,0
759,4740535838297269949,2021-07,0
760,7970976988071755401,2021-07,0
761,7970976988071755401,2021-07,0
762,8287608084245946173,2021-07,0
763,8287608084245946173,2021-07,0
764,1423952977138155129,2021-07,0
765,1423952977138155129,2021-07,0
766,2455576782104041698,2021-07,0
767,2455576782104041698,2021-07,0
768,6373947691253940364,2021-07,0
769,459290606780222306,2021-07,0
770,459290606780222306,2021-07,0
771,459290606780222306,2021-07,0
772,459290606780222306,2021-07,0
773,459290606780222306,2021-07,0
774,459290606780222306,2021-07,0
775,459290606780222306,2021-07,0
776,4052557282157719526,2021-07,0
777,7215093571368368138,2021-07,1
778,7215093571368368138,2021-07,0
779,7215093571368368138,2021-07,0
780,1192891347324061812,2021-07,0
781,1192891347324061812,2021-07,0
782,1192891347324061812,2021-07,0
783,1192891347324061812,2021-07,0
784,1192891347324061812,2021-07,0
785,3022528659032597047,2021-07,1
786,3022528659032597047,2021-07,1
787,2763141362035716801,2021-07,1
788,2763141362035716801,2021-07,1
789,5465001651966355821,2021-07,0
790,5465001651966355821,2021-07,0
791,3357976326879346012,2021-07,0
792,5880041582322293710,2021-07,0
793,5880041582322293710,2021-07,0
794,5880041582322293710,2021-07,0
795,5880041582322293710,2021-07,0
796,6927178425683104769,2021-07,0
797,6927178425683104769,2021-07,0
798,4723919748432185874,2021-07,0
799,4723919748432185874,2021-07,0
800,7325545718770538459,2021-07,0
801,7325545718770538459,2021-07,0
802,7325545718770538459,2021-07,1
803,7325545718770538459,2021-07,0
804,7325545718770538459,2021-07,0
805,7325545718770538459,2021-07,0
806,7325545718770538459,2021-07,0
807,5753677550753111444,2021-07,0
808,5753677550753111444,2021-07,0
809,8559143756893267192,2021-07,0
810,1292049196559782171,2021-07,0
811,4334472256949955221,2021-07,0
812,4334472256949955221,2021-07,0
813,6367769402148499693,2021-07,0
814,6367769402148499693,2021-07,0
815,6367769402148499693,2021-07,0
816,7816319470107777265,2021-07,0
817,7816319470107777265,2021-07,0
818,696014079855281037,2021-07,0
819,4874157215501489741,2021-07,0
820,4874157215501489741,2021-07,0
821,4874157215501489741,2021-07,0
822,3204108603682323936,2021-07,0
823,3204108603682323936,2021-07,0
824,3204108603682323936,2021-07,0
